District,Location,School Type,Category,Composition,Number,Population,No/100000
Jacobad,Urban,Middle,INSTITUTIONS,TOTAL,12,"1,006,297",1.192490885
Jacobad,Urban,Middle,INSTITUTIONS,MALE,1,"1,006,297",0.09937424
Jacobad,Urban,Middle,INSTITUTIONS,FEMALE,6,"1,006,297",0.596245442
Jacobad,Urban,Middle,INSTITUTIONS,MIXED,5,"1,006,297",0.496871202
Jacobad,Urban,Middle,ENROLMENT,TOTAL,2625,"1,006,297",260.8573811
Jacobad,Urban,Middle,ENROLMENT,MALE,1383,"1,006,297",137.4345745
Jacobad,Urban,Middle,ENROLMENT,FEMALE,1242,"1,006,297",123.4228066
Jacobad,Urban,Middle,TEACHING STAFF,TOTAL,154,"1,006,297",15.30363302
Jacobad,Urban,Middle,TEACHING STAFF,MALE,93,"1,006,297",9.241804358
Jacobad,Urban,Middle,TEACHING STAFF,FEMALE,61,"1,006,297",6.061828665
Jacobad,Urban,Secondary,INSTITUTIONS,TOTAL,10,"1,006,297",0.993742404
Jacobad,Urban,Secondary,INSTITUTIONS,MALE,5,"1,006,297",0.496871202
Jacobad,Urban,Secondary,INSTITUTIONS,FEMALE,5,"1,006,297",0.496871202
Jacobad,Urban,Secondary,INSTITUTIONS,MIXED,0,"1,006,297",0
Jacobad,Urban,Secondary,ENROLMENT,TOTAL,9991,"1,006,297",992.8480359
Jacobad,Urban,Secondary,ENROLMENT,MALE,4492,"1,006,297",446.3890879
Jacobad,Urban,Secondary,ENROLMENT,FEMALE,5499,"1,006,297",546.458948
Jacobad,Urban,Secondary,TEACHING STAFF,TOTAL,329,"1,006,297",32.69412509
Jacobad,Urban,Secondary,TEACHING STAFF,MALE,152,"1,006,297",15.10488454
Jacobad,Urban,Secondary,TEACHING STAFF,FEMALE,177,"1,006,297",17.58924055
Jacobad,Urban,Higher secondary,INSTITUTIONS,TOTAL,4,"1,006,297",0.397496962
Jacobad,Urban,Higher secondary,INSTITUTIONS,MALE,2,"1,006,297",0.198748481
Jacobad,Urban,Higher secondary,INSTITUTIONS,FEMALE,1,"1,006,297",0.09937424
Jacobad,Urban,Higher secondary,INSTITUTIONS,MIXED,1,"1,006,297",0.09937424
Jacobad,Urban,Higher secondary,ENROLMENT,TOTAL,6580,"1,006,297",653.8825019
Jacobad,Urban,Higher secondary,ENROLMENT,MALE,3118,"1,006,297",309.8488816
Jacobad,Urban,Higher secondary,ENROLMENT,FEMALE,3462,"1,006,297",344.0336203
Jacobad,Urban,Higher secondary,TEACHING STAFF,TOTAL,162,"1,006,297",16.09862695
Jacobad,Urban,Higher secondary,TEACHING STAFF,MALE,85,"1,006,297",8.446810435
Jacobad,Urban,Higher secondary,TEACHING STAFF,FEMALE,77,"1,006,297",7.651816511
Jacobad,Rural,Primary,INSTITUTIONS,TOTAL,1199,"1,006,297",119.1497142
Jacobad,Rural,Primary,INSTITUTIONS,MALE,217,"1,006,297",21.56421017
Jacobad,Rural,Primary,INSTITUTIONS,FEMALE,152,"1,006,297",15.10488454
Jacobad,Rural,Primary,INSTITUTIONS,MIXED,830,"1,006,297",82.48061954
Jacobad,Rural,Primary,ENROLMENT,TOTAL,76876,"1,006,297",7639.494106
Jacobad,Rural,Primary,ENROLMENT,MALE,49440,"1,006,297",4913.062446
Jacobad,Rural,Primary,ENROLMENT,FEMALE,27436,"1,006,297",2726.43166
Jacobad,Rural,Primary,TEACHING STAFF,TOTAL,2634,"1,006,297",261.7517492
Jacobad,Rural,Primary,TEACHING STAFF,MALE,2225,"1,006,297",221.1076849
Jacobad,Rural,Primary,TEACHING STAFF,FEMALE,409,"1,006,297",40.64406433
Jacobad,Rural,Middle,INSTITUTIONS,TOTAL,57,"1,006,297",5.664331703
Jacobad,Rural,Middle,INSTITUTIONS,MALE,9,"1,006,297",0.894368164
Jacobad,Rural,Middle,INSTITUTIONS,FEMALE,18,"1,006,297",1.788736327
Jacobad,Rural,Middle,INSTITUTIONS,MIXED,30,"1,006,297",2.981227212
Jacobad,Rural,Middle,ENROLMENT,TOTAL,6885,"1,006,297",684.1916452
Jacobad,Rural,Middle,ENROLMENT,MALE,3978,"1,006,297",395.3107283
Jacobad,Rural,Middle,ENROLMENT,FEMALE,2907,"1,006,297",288.8809169
Jacobad,Rural,Middle,TEACHING STAFF,TOTAL,381,"1,006,297",37.8615856
Jacobad,Rural,Middle,TEACHING STAFF,MALE,273,"1,006,297",27.12916763
Jacobad,Rural,Middle,TEACHING STAFF,FEMALE,108,"1,006,297",10.73241796
Jacobad,Rural,Secondary,INSTITUTIONS,TOTAL,29,"1,006,297",2.881852972
Jacobad,Rural,Secondary,INSTITUTIONS,MALE,6,"1,006,297",0.596245442
Jacobad,Rural,Secondary,INSTITUTIONS,FEMALE,2,"1,006,297",0.198748481
Jacobad,Rural,Secondary,INSTITUTIONS,MIXED,21,"1,006,297",2.086859049
Jacobad,Rural,Secondary,ENROLMENT,TOTAL,11400,"1,006,297",1132.866341
Jacobad,Rural,Secondary,ENROLMENT,MALE,8556,"1,006,297",850.2460009
Jacobad,Rural,Secondary,ENROLMENT,FEMALE,2844,"1,006,297",282.6203397
Jacobad,Rural,Secondary,TEACHING STAFF,TOTAL,422,"1,006,297",41.93592945
Jacobad,Rural,Secondary,TEACHING STAFF,MALE,380,"1,006,297",37.76221136
Jacobad,Rural,Secondary,TEACHING STAFF,FEMALE,42,"1,006,297",4.173718097
Jacobad,Rural,Higher secondary,INSTITUTIONS,TOTAL,5,"1,006,297",0.496871202
Jacobad,Rural,Higher secondary,INSTITUTIONS,MALE,2,"1,006,297",0.198748481
Jacobad,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"1,006,297",0.09937424
Jacobad,Rural,Higher secondary,INSTITUTIONS,MIXED,2,"1,006,297",0.198748481
Jacobad,Rural,Higher secondary,ENROLMENT,TOTAL,6935,"1,006,297",689.1603572
Jacobad,Rural,Higher secondary,ENROLMENT,MALE,5068,"1,006,297",503.6286504
Jacobad,Rural,Higher secondary,ENROLMENT,FEMALE,1867,"1,006,297",185.5317068
Jacobad,Rural,Higher secondary,TEACHING STAFF,TOTAL,168,"1,006,297",16.69487239
Jacobad,Rural,Higher secondary,TEACHING STAFF,MALE,147,"1,006,297",14.60801334
Jacobad,Rural,Higher secondary,TEACHING STAFF,FEMALE,21,"1,006,297",2.086859049
Jacobad,Total,Primary,INSTITUTIONS,TOTAL,1310,"1,006,297",130.1802549
Jacobad,Total,Primary,INSTITUTIONS,MALE,226,"1,006,297",22.45857833
Jacobad,Total,Primary,INSTITUTIONS,FEMALE,182,"1,006,297",18.08611175
Jacobad,Total,Primary,INSTITUTIONS,MIXED,902,"1,006,297",89.63556485
Jacobad,Total,Primary,ENROLMENT,TOTAL,99931,"1,006,297",9930.567218
Jacobad,Total,Primary,ENROLMENT,MALE,63291,"1,006,297",6289.49505
Jacobad,Total,Primary,ENROLMENT,FEMALE,36640,"1,006,297",3641.072169
Jacobad,Total,Primary,TEACHING STAFF,TOTAL,3665,"1,006,297",364.2065911
Jacobad,Total,Primary,TEACHING STAFF,MALE,3013,"1,006,297",299.4145863
Jacobad,Total,Primary,TEACHING STAFF,FEMALE,652,"1,006,297",64.79200475
Jacobad,Total,Middle,INSTITUTIONS,TOTAL,69,"1,006,297",6.856822588
Jacobad,Total,Middle,INSTITUTIONS,MALE,10,"1,006,297",0.993742404
Jacobad,Total,Middle,INSTITUTIONS,FEMALE,24,"1,006,297",2.38498177
Jacobad,Total,Middle,INSTITUTIONS,MIXED,35,"1,006,297",3.478098414
Jacobad,Total,Middle,ENROLMENT,TOTAL,9510,"1,006,297",945.0490263
Jacobad,Total,Middle,ENROLMENT,MALE,5361,"1,006,297",532.7453028
Jacobad,Total,Middle,ENROLMENT,FEMALE,4149,"1,006,297",412.3037235
Jacobad,Total,Middle,TEACHING STAFF,TOTAL,535,"1,006,297",53.16521862
Jacobad,Total,Middle,TEACHING STAFF,MALE,366,"1,006,297",36.37097199
Jacobad,Total,Middle,TEACHING STAFF,FEMALE,169,"1,006,297",16.79424663
Jacobad,Total,Secondary,INSTITUTIONS,TOTAL,39,"1,006,297",3.875595376
Jacobad,Total,Secondary,INSTITUTIONS,MALE,11,"1,006,297",1.093116644
Jacobad,Total,Secondary,INSTITUTIONS,FEMALE,7,"1,006,297",0.695619683
Jacobad,Total,Secondary,INSTITUTIONS,MIXED,21,"1,006,297",2.086859049
Jacobad,Total,Secondary,ENROLMENT,TOTAL,21391,"1,006,297",2125.714377
Jacobad,Total,Secondary,ENROLMENT,MALE,13048,"1,006,297",1296.635089
Jacobad,Total,Secondary,ENROLMENT,FEMALE,8343,"1,006,297",829.0792877
Jacobad,Total,Secondary,TEACHING STAFF,TOTAL,751,"1,006,297",74.63005455
Jacobad,Total,Secondary,TEACHING STAFF,MALE,532,"1,006,297",52.8670959
Jacobad,Total,Secondary,TEACHING STAFF,FEMALE,219,"1,006,297",21.76295865
Jacobad,Total,Higher secondary,INSTITUTIONS,TOTAL,9,"1,006,297",0.894368164
Jacobad,Total,Higher secondary,INSTITUTIONS,MALE,4,"1,006,297",0.397496962
Jacobad,Total,Higher secondary,INSTITUTIONS,FEMALE,2,"1,006,297",0.198748481
Jacobad,Total,Higher secondary,INSTITUTIONS,MIXED,3,"1,006,297",0.298122721
Jacobad,Total,Higher secondary,ENROLMENT,TOTAL,13515,"1,006,297",1343.042859
Jacobad,Total,Higher secondary,ENROLMENT,MALE,8186,"1,006,297",813.477532
Jacobad,Total,Higher secondary,ENROLMENT,FEMALE,5329,"1,006,297",529.5653271
Jacobad,Total,Higher secondary,TEACHING STAFF,TOTAL,330,"1,006,297",32.79349933
Jacobad,Total,Higher secondary,TEACHING STAFF,MALE,232,"1,006,297",23.05482377
Jacobad,Total,Higher secondary,TEACHING STAFF,FEMALE,98,"1,006,297",9.73867556
Larkana,Urban,Primary,INSTITUTIONS,TOTAL,100,"1,524,391",6.559996746
Larkana,Urban,Primary,INSTITUTIONS,MALE,15,"1,524,391",0.983999512
Larkana,Urban,Primary,INSTITUTIONS,FEMALE,13,"1,524,391",0.852799577
Larkana,Urban,Primary,INSTITUTIONS,MIXED,72,"1,524,391",4.723197657
Larkana,Urban,Primary,ENROLMENT,TOTAL,50429,"1,524,391",3308.140759
Larkana,Urban,Primary,ENROLMENT,MALE,29655,"1,524,391",1945.367035
Larkana,Urban,Primary,ENROLMENT,FEMALE,20774,"1,524,391",1362.773724
Larkana,Urban,Primary,TEACHING STAFF,TOTAL,1693,"1,524,391",111.0607449
Larkana,Urban,Primary,TEACHING STAFF,MALE,1083,"1,524,391",71.04476476
Larkana,Urban,Primary,TEACHING STAFF,FEMALE,610,"1,524,391",40.01598015
Larkana,Urban,Middle,INSTITUTIONS,TOTAL,11,"1,524,391",0.721599642
Larkana,Urban,Middle,INSTITUTIONS,MALE,3,"1,524,391",0.196799902
Larkana,Urban,Middle,INSTITUTIONS,FEMALE,3,"1,524,391",0.196799902
Larkana,Urban,Middle,INSTITUTIONS,MIXED,5,"1,524,391",0.327999837
Larkana,Urban,Middle,ENROLMENT,TOTAL,3567,"1,524,391",233.9950839
Larkana,Urban,Middle,ENROLMENT,MALE,1784,"1,524,391",117.030342
Larkana,Urban,Middle,ENROLMENT,FEMALE,1783,"1,524,391",116.964742
Larkana,Urban,Middle,TEACHING STAFF,TOTAL,129,"1,524,391",8.462395803
Larkana,Urban,Middle,TEACHING STAFF,MALE,70,"1,524,391",4.591997722
Larkana,Urban,Middle,TEACHING STAFF,FEMALE,59,"1,524,391",3.87039808
Larkana,Urban,Secondary,INSTITUTIONS,TOTAL,22,"1,524,391",1.443199284
Larkana,Urban,Secondary,INSTITUTIONS,MALE,9,"1,524,391",0.590399707
Larkana,Urban,Secondary,INSTITUTIONS,FEMALE,7,"1,524,391",0.459199772
Larkana,Urban,Secondary,INSTITUTIONS,MIXED,6,"1,524,391",0.393599805
Larkana,Urban,Secondary,ENROLMENT,TOTAL,22976,"1,524,391",1507.224852
Larkana,Urban,Secondary,ENROLMENT,MALE,13972,"1,524,391",916.5627454
Larkana,Urban,Secondary,ENROLMENT,FEMALE,9004,"1,524,391",590.662107
Larkana,Urban,Secondary,TEACHING STAFF,TOTAL,680,"1,524,391",44.60797787
Larkana,Urban,Secondary,TEACHING STAFF,MALE,423,"1,524,391",27.74878624
Larkana,Urban,Secondary,TEACHING STAFF,FEMALE,257,"1,524,391",16.85919164
Larkana,Urban,Higher secondary,INSTITUTIONS,TOTAL,6,"1,524,391",0.393599805
Larkana,Urban,Higher secondary,INSTITUTIONS,MALE,3,"1,524,391",0.196799902
Larkana,Urban,Higher secondary,INSTITUTIONS,FEMALE,3,"1,524,391",0.196799902
Larkana,Urban,Higher secondary,INSTITUTIONS,MIXED,0,"1,524,391",0
Larkana,Urban,Higher secondary,ENROLMENT,TOTAL,13573,"1,524,391",890.3883584
Larkana,Urban,Higher secondary,ENROLMENT,MALE,8920,"1,524,391",585.1517098
Larkana,Urban,Higher secondary,ENROLMENT,FEMALE,4653,"1,524,391",305.2366486
Larkana,Urban,Higher secondary,TEACHING STAFF,TOTAL,398,"1,524,391",26.10878705
Larkana,Urban,Higher secondary,TEACHING STAFF,MALE,306,"1,524,391",20.07359004
Larkana,Urban,Higher secondary,TEACHING STAFF,FEMALE,92,"1,524,391",6.035197007
Larkana,Rural,Primary,INSTITUTIONS,TOTAL,921,"1,524,391",60.41757003
Larkana,Rural,Primary,INSTITUTIONS,MALE,111,"1,524,391",7.281596388
Larkana,Rural,Primary,INSTITUTIONS,FEMALE,121,"1,524,391",7.937596063
Larkana,Rural,Primary,INSTITUTIONS,MIXED,689,"1,524,391",45.19837758
Larkana,Rural,Primary,ENROLMENT,TOTAL,108183,"1,524,391",7096.80128
Larkana,Rural,Primary,ENROLMENT,MALE,61536,"1,524,391",4036.759598
Larkana,Rural,Primary,ENROLMENT,FEMALE,46647,"1,524,391",3060.041682
Larkana,Rural,Primary,TEACHING STAFF,TOTAL,3232,"1,524,391",212.0190948
Larkana,Rural,Primary,TEACHING STAFF,MALE,2384,"1,524,391",156.3903224
Larkana,Rural,Primary,TEACHING STAFF,FEMALE,848,"1,524,391",55.62877241
Larkana,Rural,Middle,INSTITUTIONS,TOTAL,53,"1,524,391",3.476798276
Larkana,Rural,Middle,INSTITUTIONS,MALE,7,"1,524,391",0.459199772
Larkana,Rural,Middle,INSTITUTIONS,FEMALE,14,"1,524,391",0.918399544
Larkana,Rural,Middle,INSTITUTIONS,MIXED,32,"1,524,391",2.099198959
Larkana,Rural,Middle,ENROLMENT,TOTAL,8695,"1,524,391",570.3917171
Larkana,Rural,Middle,ENROLMENT,MALE,4681,"1,524,391",307.0734477
Larkana,Rural,Middle,ENROLMENT,FEMALE,4014,"1,524,391",263.3182694
Larkana,Rural,Middle,TEACHING STAFF,TOTAL,298,"1,524,391",19.5487903
Larkana,Rural,Middle,TEACHING STAFF,MALE,197,"1,524,391",12.92319359
Larkana,Rural,Middle,TEACHING STAFF,FEMALE,101,"1,524,391",6.625596714
Larkana,Rural,Secondary,INSTITUTIONS,TOTAL,37,"1,524,391",2.427198796
Larkana,Rural,Secondary,INSTITUTIONS,MALE,12,"1,524,391",0.78719961
Larkana,Rural,Secondary,INSTITUTIONS,FEMALE,7,"1,524,391",0.459199772
Larkana,Rural,Secondary,INSTITUTIONS,MIXED,18,"1,524,391",1.180799414
Larkana,Rural,Secondary,ENROLMENT,TOTAL,25892,"1,524,391",1698.514358
Larkana,Rural,Secondary,ENROLMENT,MALE,17368,"1,524,391",1139.340235
Larkana,Rural,Secondary,ENROLMENT,FEMALE,8524,"1,524,391",559.1741226
Larkana,Rural,Secondary,TEACHING STAFF,TOTAL,728,"1,524,391",47.75677631
Larkana,Rural,Secondary,TEACHING STAFF,MALE,542,"1,524,391",35.55518236
Larkana,Rural,Secondary,TEACHING STAFF,FEMALE,186,"1,524,391",12.20159395
Larkana,Rural,Higher secondary,INSTITUTIONS,TOTAL,8,"1,524,391",0.52479974
Larkana,Rural,Higher secondary,INSTITUTIONS,MALE,1,"1,524,391",0.065599967
Larkana,Rural,Higher secondary,INSTITUTIONS,FEMALE,3,"1,524,391",0.196799902
Larkana,Rural,Higher secondary,INSTITUTIONS,MIXED,4,"1,524,391",0.26239987
Larkana,Rural,Higher secondary,ENROLMENT,TOTAL,12175,"1,524,391",798.6796039
Larkana,Rural,Higher secondary,ENROLMENT,MALE,6771,"1,524,391",444.1773797
Larkana,Rural,Higher secondary,ENROLMENT,FEMALE,5404,"1,524,391",354.5022242
Larkana,Rural,Higher secondary,TEACHING STAFF,TOTAL,309,"1,524,391",20.27038995
Larkana,Rural,Higher secondary,TEACHING STAFF,MALE,168,"1,524,391",11.02079453
Larkana,Rural,Higher secondary,TEACHING STAFF,FEMALE,141,"1,524,391",9.249595412
Larkana,Total,Primary,INSTITUTIONS,TOTAL,1021,"1,524,391",66.97756678
Larkana,Total,Primary,INSTITUTIONS,MALE,126,"1,524,391",8.2655959
Larkana,Total,Primary,INSTITUTIONS,FEMALE,134,"1,524,391",8.79039564
Larkana,Total,Primary,INSTITUTIONS,MIXED,761,"1,524,391",49.92157524
Larkana,Total,Primary,ENROLMENT,TOTAL,158612,"1,524,391",10404.94204
Larkana,Total,Primary,ENROLMENT,MALE,91191,"1,524,391",5982.126633
Larkana,Total,Primary,ENROLMENT,FEMALE,67421,"1,524,391",4422.815406
Larkana,Total,Primary,TEACHING STAFF,TOTAL,4925,"1,524,391",323.0798398
Larkana,Total,Primary,TEACHING STAFF,MALE,3467,"1,524,391",227.4350872
Larkana,Total,Primary,TEACHING STAFF,FEMALE,1458,"1,524,391",95.64475256
Larkana,Total,Middle,INSTITUTIONS,TOTAL,64,"1,524,391",4.198397918
Larkana,Total,Middle,INSTITUTIONS,MALE,10,"1,524,391",0.655999675
Larkana,Total,Middle,INSTITUTIONS,FEMALE,17,"1,524,391",1.115199447
Larkana,Total,Middle,INSTITUTIONS,MIXED,37,"1,524,391",2.427198796
Larkana,Total,Middle,ENROLMENT,TOTAL,12262,"1,524,391",804.386801
Larkana,Total,Middle,ENROLMENT,MALE,6465,"1,524,391",424.1037896
Larkana,Total,Middle,ENROLMENT,FEMALE,5797,"1,524,391",380.2830114
Larkana,Total,Middle,TEACHING STAFF,TOTAL,427,"1,524,391",28.01118611
Larkana,Total,Middle,TEACHING STAFF,MALE,267,"1,524,391",17.51519131
Larkana,Total,Middle,TEACHING STAFF,FEMALE,160,"1,524,391",10.49599479
Larkana,Total,Secondary,INSTITUTIONS,TOTAL,59,"1,524,391",3.87039808
Larkana,Total,Secondary,INSTITUTIONS,MALE,21,"1,524,391",1.377599317
Larkana,Total,Secondary,INSTITUTIONS,FEMALE,14,"1,524,391",0.918399544
Larkana,Total,Secondary,INSTITUTIONS,MIXED,24,"1,524,391",1.574399219
Larkana,Total,Secondary,ENROLMENT,TOTAL,48868,"1,524,391",3205.73921
Larkana,Total,Secondary,ENROLMENT,MALE,31340,"1,524,391",2055.90298
Larkana,Total,Secondary,ENROLMENT,FEMALE,17528,"1,524,391",1149.83623
Larkana,Total,Secondary,TEACHING STAFF,TOTAL,1408,"1,524,391",92.36475419
Larkana,Total,Secondary,TEACHING STAFF,MALE,965,"1,524,391",63.3039686
Larkana,Total,Secondary,TEACHING STAFF,FEMALE,443,"1,524,391",29.06078559
Larkana,Total,Higher secondary,INSTITUTIONS,TOTAL,14,"1,524,391",0.918399544
Larkana,Total,Higher secondary,INSTITUTIONS,MALE,4,"1,524,391",0.26239987
Larkana,Total,Higher secondary,INSTITUTIONS,FEMALE,6,"1,524,391",0.393599805
Larkana,Total,Higher secondary,INSTITUTIONS,MIXED,4,"1,524,391",0.26239987
Larkana,Total,Higher secondary,ENROLMENT,TOTAL,25748,"1,524,391",1689.067962
Larkana,Total,Higher secondary,ENROLMENT,MALE,15691,"1,524,391",1029.329089
Larkana,Total,Higher secondary,ENROLMENT,FEMALE,10057,"1,524,391",659.7388728
Larkana,Total,Higher secondary,TEACHING STAFF,TOTAL,707,"1,524,391",46.379177
Larkana,Total,Higher secondary,TEACHING STAFF,MALE,474,"1,524,391",31.09438458
Larkana,Total,Higher secondary,TEACHING STAFF,FEMALE,233,"1,524,391",15.28479242
Shikarpur,Urban,Primary,INSTITUTIONS,TOTAL,104,"1,231,481",8.445116084
Shikarpur,Urban,Primary,INSTITUTIONS,MALE,8,"1,231,481",0.649624314
Shikarpur,Urban,Primary,INSTITUTIONS,FEMALE,14,"1,231,481",1.13684255
Shikarpur,Urban,Primary,INSTITUTIONS,MIXED,82,"1,231,481",6.65864922
Shikarpur,Urban,Primary,ENROLMENT,TOTAL,25768,"1,231,481",2092.439916
Shikarpur,Urban,Primary,ENROLMENT,MALE,14055,"1,231,481",1141.308717
Shikarpur,Urban,Primary,ENROLMENT,FEMALE,11713,"1,231,481",951.1311989
Shikarpur,Urban,Primary,TEACHING STAFF,TOTAL,1027,"1,231,481",83.39552133
Shikarpur,Urban,Primary,TEACHING STAFF,MALE,659,"1,231,481",53.51280288
Shikarpur,Urban,Primary,TEACHING STAFF,FEMALE,368,"1,231,481",29.88271845
Shikarpur,Urban,Middle,INSTITUTIONS,TOTAL,8,"1,231,481",0.649624314
Shikarpur,Urban,Middle,INSTITUTIONS,MALE,3,"1,231,481",0.243609118
Shikarpur,Urban,Middle,INSTITUTIONS,FEMALE,4,"1,231,481",0.324812157
Shikarpur,Urban,Middle,INSTITUTIONS,MIXED,1,"1,231,481",0.081203039
Shikarpur,Urban,Middle,ENROLMENT,TOTAL,1193,"1,231,481",96.87522585
Shikarpur,Urban,Middle,ENROLMENT,MALE,666,"1,231,481",54.08122415
Shikarpur,Urban,Middle,ENROLMENT,FEMALE,527,"1,231,481",42.79400169
Shikarpur,Urban,Middle,TEACHING STAFF,TOTAL,64,"1,231,481",5.196994513
Shikarpur,Urban,Middle,TEACHING STAFF,MALE,35,"1,231,481",2.842106374
Shikarpur,Urban,Middle,TEACHING STAFF,FEMALE,29,"1,231,481",2.354888139
Shikarpur,Urban,Secondary,INSTITUTIONS,TOTAL,11,"1,231,481",0.893233432
Shikarpur,Urban,Secondary,INSTITUTIONS,MALE,4,"1,231,481",0.324812157
Shikarpur,Urban,Secondary,INSTITUTIONS,FEMALE,5,"1,231,481",0.406015196
Shikarpur,Urban,Secondary,INSTITUTIONS,MIXED,2,"1,231,481",0.162406079
Shikarpur,Urban,Secondary,ENROLMENT,TOTAL,9552,"1,231,481",775.6514311
Shikarpur,Urban,Secondary,ENROLMENT,MALE,6398,"1,231,481",519.5370452
Shikarpur,Urban,Secondary,ENROLMENT,FEMALE,3154,"1,231,481",256.1143858
Shikarpur,Urban,Secondary,TEACHING STAFF,TOTAL,429,"1,231,481",34.83610385
Shikarpur,Urban,Secondary,TEACHING STAFF,MALE,288,"1,231,481",23.38647531
Shikarpur,Urban,Secondary,TEACHING STAFF,FEMALE,141,"1,231,481",11.44962854
Shikarpur,Urban,Higher secondary,INSTITUTIONS,TOTAL,3,"1,231,481",0.243609118
Shikarpur,Urban,Higher secondary,INSTITUTIONS,MALE,2,"1,231,481",0.162406079
Shikarpur,Urban,Higher secondary,INSTITUTIONS,FEMALE,1,"1,231,481",0.081203039
Shikarpur,Urban,Higher secondary,INSTITUTIONS,MIXED,0,"1,231,481",0
Shikarpur,Urban,Higher secondary,ENROLMENT,TOTAL,4067,"1,231,481",330.2527607
Shikarpur,Urban,Higher secondary,ENROLMENT,MALE,2341,"1,231,481",190.0963149
Shikarpur,Urban,Higher secondary,ENROLMENT,FEMALE,1726,"1,231,481",140.1564458
Shikarpur,Urban,Higher secondary,TEACHING STAFF,TOTAL,104,"1,231,481",8.445116084
Shikarpur,Urban,Higher secondary,TEACHING STAFF,MALE,65,"1,231,481",5.278197552
Shikarpur,Urban,Higher secondary,TEACHING STAFF,FEMALE,39,"1,231,481",3.166918531
Shikarpur,Rural,Primary,INSTITUTIONS,TOTAL,878,"1,231,481",71.29626848
Shikarpur,Rural,Primary,INSTITUTIONS,MALE,128,"1,231,481",10.39398903
Shikarpur,Rural,Primary,INSTITUTIONS,FEMALE,83,"1,231,481",6.739852259
Shikarpur,Rural,Primary,INSTITUTIONS,MIXED,667,"1,231,481",54.16242719
Shikarpur,Rural,Primary,ENROLMENT,TOTAL,71580,"1,231,481",5812.513551
Shikarpur,Rural,Primary,ENROLMENT,MALE,45888,"1,231,481",3726.245066
Shikarpur,Rural,Primary,ENROLMENT,FEMALE,25692,"1,231,481",2086.268485
Shikarpur,Rural,Primary,TEACHING STAFF,TOTAL,2265,"1,231,481",183.9248839
Shikarpur,Rural,Primary,TEACHING STAFF,MALE,1970,"1,231,481",159.9699874
Shikarpur,Rural,Primary,TEACHING STAFF,FEMALE,295,"1,231,481",23.95489658
Shikarpur,Rural,Middle,INSTITUTIONS,TOTAL,45,"1,231,481",3.654136767
Shikarpur,Rural,Middle,INSTITUTIONS,MALE,5,"1,231,481",0.406015196
Shikarpur,Rural,Middle,INSTITUTIONS,FEMALE,8,"1,231,481",0.649624314
Shikarpur,Rural,Middle,INSTITUTIONS,MIXED,32,"1,231,481",2.598497257
Shikarpur,Rural,Middle,ENROLMENT,TOTAL,4379,"1,231,481",355.588109
Shikarpur,Rural,Middle,ENROLMENT,MALE,2510,"1,231,481",203.8196286
Shikarpur,Rural,Middle,ENROLMENT,FEMALE,1869,"1,231,481",151.7684804
Shikarpur,Rural,Middle,TEACHING STAFF,TOTAL,225,"1,231,481",18.27068384
Shikarpur,Rural,Middle,TEACHING STAFF,MALE,172,"1,231,481",13.96692275
Shikarpur,Rural,Middle,TEACHING STAFF,FEMALE,53,"1,231,481",4.303761081
Shikarpur,Rural,Secondary,INSTITUTIONS,TOTAL,43,"1,231,481",3.491730688
Shikarpur,Rural,Secondary,INSTITUTIONS,MALE,10,"1,231,481",0.812030393
Shikarpur,Rural,Secondary,INSTITUTIONS,FEMALE,11,"1,231,481",0.893233432
Shikarpur,Rural,Secondary,INSTITUTIONS,MIXED,22,"1,231,481",1.786466864
Shikarpur,Rural,Secondary,ENROLMENT,TOTAL,18504,"1,231,481",1502.581039
Shikarpur,Rural,Secondary,ENROLMENT,MALE,11936,"1,231,481",969.2394767
Shikarpur,Rural,Secondary,ENROLMENT,FEMALE,6568,"1,231,481",533.3415619
Shikarpur,Rural,Secondary,TEACHING STAFF,TOTAL,589,"1,231,481",47.82859013
Shikarpur,Rural,Secondary,TEACHING STAFF,MALE,439,"1,231,481",35.64813424
Shikarpur,Rural,Secondary,TEACHING STAFF,FEMALE,150,"1,231,481",12.18045589
Shikarpur,Rural,Higher secondary,INSTITUTIONS,TOTAL,9,"1,231,481",0.730827353
Shikarpur,Rural,Higher secondary,INSTITUTIONS,MALE,3,"1,231,481",0.243609118
Shikarpur,Rural,Higher secondary,INSTITUTIONS,FEMALE,2,"1,231,481",0.162406079
Shikarpur,Rural,Higher secondary,INSTITUTIONS,MIXED,4,"1,231,481",0.324812157
Shikarpur,Rural,Higher secondary,ENROLMENT,TOTAL,11100,"1,231,481",901.3537359
Shikarpur,Rural,Higher secondary,ENROLMENT,MALE,9221,"1,231,481",748.7732251
Shikarpur,Rural,Higher secondary,ENROLMENT,FEMALE,1879,"1,231,481",152.5805108
Shikarpur,Rural,Higher secondary,TEACHING STAFF,TOTAL,286,"1,231,481",23.22406923
Shikarpur,Rural,Higher secondary,TEACHING STAFF,MALE,240,"1,231,481",19.48872942
Shikarpur,Rural,Higher secondary,TEACHING STAFF,FEMALE,46,"1,231,481",3.735339806
Shikarpur,Total,Primary,INSTITUTIONS,TOTAL,982,"1,231,481",79.74138456
Shikarpur,Total,Primary,INSTITUTIONS,MALE,136,"1,231,481",11.04361334
Shikarpur,Total,Primary,INSTITUTIONS,FEMALE,97,"1,231,481",7.876694809
